plant_name,medical_uses,cures_disease,image_path
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1447.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1448.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1449.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1450.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1451.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1452.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1453.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1454.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1455.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1456.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1457.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1458.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1459.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1460.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1461.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1462.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1463.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1464.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1465.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1466.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1467.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1468.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1469.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1470.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1471.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1472.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1473.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1474.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1475.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1476.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1477.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1478.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1479.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1480.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1481.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1482.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1483.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1484.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1485.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1486.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1487.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1488.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1489.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1490.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1491.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1492.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1493.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1494.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1495.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1496.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1497.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1498.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1499.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1500.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1501.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1502.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1503.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1504.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1505.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1506.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1507.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1508.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1509.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1510.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1511.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1512.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1513.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1514.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1515.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1516.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1517.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1518.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1519.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1520.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1521.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1522.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1523.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1524.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1525.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1526.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1527.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1528.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1529.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1530.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1531.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1532.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1533.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1534.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1535.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1536.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1537.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1538.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\1539.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\40.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\41.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\42.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\43.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\44.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\45.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\46.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\47.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\48.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\49.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\50.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\51.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\52.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\560.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\561.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\562.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\563.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\564.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\565.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\566.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\567.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\568.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\569.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\570.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\571.jpg
Ashoka,"Uterine health, anti-inflammatory","Menstrual disorders, inflammation",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashoka\572.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\118.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\119.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\120.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\121.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\122.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\123.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\124.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\125.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\126.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\127.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\128.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\129.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\130.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2162.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2163.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2164.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2165.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2166.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2167.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2168.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2169.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2170.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2171.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2172.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2173.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2174.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2175.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2176.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2177.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2178.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2179.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2180.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2181.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2182.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2183.jpg
Ashwagandha,"Boosts energy, reduces stress","Anxiety, fatigue, insomnia",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Ashwagandha\2184.jpg
